Term;Main Term;Main Term URI
clypeal ledge;ventral rim of clypeus;http://purl.obolibrary.org/obo/HAO_0000209
distal rim of clypeus;ventral rim of clypeus;http://purl.obolibrary.org/obo/HAO_0000209
clypeal process;clypeal process;http://purl.obolibrary.org/obo/HAO_0000210
clypeo-pleurostomal line;clypeo-pleurostomal line;http://purl.obolibrary.org/obo/HAO_0000211
clypeus;clypeus;http://purl.obolibrary.org/obo/HAO_0000212
coeloconic sensillum;coeloconic sensillum;http://purl.obolibrary.org/obo/HAO_0000213
colleterial gland;colleterial gland;http://purl.obolibrary.org/obo/HAO_0000214
protibial comb;protibial comb;http://purl.obolibrary.org/obo/HAO_0000215
fine comb;protibial comb;http://purl.obolibrary.org/obo/HAO_0000215
secondary comb;protibial comb;http://purl.obolibrary.org/obo/HAO_0000215
tibial comb;protibial comb;http://purl.obolibrary.org/obo/HAO_0000215
comb of the spur;comb of the spur;http://purl.obolibrary.org/obo/HAO_0000216
compound eye;compound eye;http://purl.obolibrary.org/obo/HAO_0000217
Auge;compound eye;http://purl.obolibrary.org/obo/HAO_0000217
eye;compound eye;http://purl.obolibrary.org/obo/HAO_0000217
condylar carina of the mandible;condylar carina of the mandible;http://purl.obolibrary.org/obo/HAO_0000218
condylar ridge;condylar carina of the mandible;http://purl.obolibrary.org/obo/HAO_0000218
condylar groove;condylar groove;http://purl.obolibrary.org/obo/HAO_0000219
condyle;condyle;http://purl.obolibrary.org/obo/HAO_0000220
conjunctiva;conjunctiva;http://purl.obolibrary.org/obo/HAO_0000221
arthrodial membrane;conjunctiva;http://purl.obolibrary.org/obo/HAO_0000221
corium;conjunctiva;http://purl.obolibrary.org/obo/HAO_0000221
corbicula;corbicula;http://purl.obolibrary.org/obo/HAO_0000222
corner;corner;http://purl.obolibrary.org/obo/HAO_0000223
coronal suture;coronal suture;http://purl.obolibrary.org/obo/HAO_0000224
metopic suture;coronal suture;http://purl.obolibrary.org/obo/HAO_0000224
costa;costa;http://purl.obolibrary.org/obo/HAO_0000225
costal vein;costa;http://purl.obolibrary.org/obo/HAO_0000225
costal cell;costal cell;http://purl.obolibrary.org/obo/HAO_0000226
costal notch;costal notch;http://purl.obolibrary.org/obo/HAO_0000227
coxa;coxa;http://purl.obolibrary.org/obo/HAO_0000228
Hüfte;coxa;http://purl.obolibrary.org/obo/HAO_0000228
coxal foramen;coxal foramen;http://purl.obolibrary.org/obo/HAO_0000229
coxal cavity;coxal foramen;http://purl.obolibrary.org/obo/HAO_0000229
coxal corium;coxal corium;http://purl.obolibrary.org/obo/HAO_0000230
cranial condyle;cranial condyle;http://purl.obolibrary.org/obo/HAO_0000231
cranio-antennal muscle;cranio-antennal muscle;http://purl.obolibrary.org/obo/HAO_0000232
cranio-pharyngeal plate muscle;cranio-pharyngeal plate muscle;http://purl.obolibrary.org/obo/HAO_0000233
cranium;cranium;http://purl.obolibrary.org/obo/HAO_0000234
crest;crest;http://purl.obolibrary.org/obo/HAO_0000235
crossvein;crossvein;http://purl.obolibrary.org/obo/HAO_0000236
cross vein;crossvein;http://purl.obolibrary.org/obo/HAO_0000236
cubital vein;cubital vein;http://purl.obolibrary.org/obo/HAO_0000237
cubitus;cubital vein;http://purl.obolibrary.org/obo/HAO_0000237
cupula;cupula;http://purl.obolibrary.org/obo/HAO_0000238
Kapsel;cupula;http://purl.obolibrary.org/obo/HAO_0000238
annular lamina;cupula;http://purl.obolibrary.org/obo/HAO_0000238
annulus;cupula;http://purl.obolibrary.org/obo/HAO_0000238
basal ring;cupula;http://purl.obolibrary.org/obo/HAO_0000238
basalstück;cupula;http://purl.obolibrary.org/obo/HAO_0000238
cardo;cupula;http://purl.obolibrary.org/obo/HAO_0000238
cupule;cupula;http://purl.obolibrary.org/obo/HAO_0000238
dernier anneau;cupula;http://purl.obolibrary.org/obo/HAO_0000238
gonobase;cupula;http://purl.obolibrary.org/obo/HAO_0000238
gonocardo;cupula;http://purl.obolibrary.org/obo/HAO_0000238
hornringe;cupula;http://purl.obolibrary.org/obo/HAO_0000238
horny ring;cupula;http://purl.obolibrary.org/obo/HAO_0000238
lame basialire;cupula;http://purl.obolibrary.org/obo/HAO_0000238
lamina annularis;cupula;http://purl.obolibrary.org/obo/HAO_0000238
pièce annulaire;cupula;http://purl.obolibrary.org/obo/HAO_0000238
pièce basilaire;cupula;http://purl.obolibrary.org/obo/HAO_0000238
plaque basilaire;cupula;http://purl.obolibrary.org/obo/HAO_0000238
praeputium;cupula;http://purl.obolibrary.org/obo/HAO_0000238
ringstück;cupula;http://purl.obolibrary.org/obo/HAO_0000238
sclerite accessorio;cupula;http://purl.obolibrary.org/obo/HAO_0000238
sclérite accessoire;cupula;http://purl.obolibrary.org/obo/HAO_0000238
sections 1;cupula;http://purl.obolibrary.org/obo/HAO_0000238
écailles;cupula;http://purl.obolibrary.org/obo/HAO_0000238
cuspis;cuspis;http://purl.obolibrary.org/obo/HAO_0000239
cuspis volsellaris;cuspis;http://purl.obolibrary.org/obo/HAO_0000239
distivolsella;cuspis;http://purl.obolibrary.org/obo/HAO_0000239
cuticle;cuticle;http://purl.obolibrary.org/obo/HAO_0000240
cuticula;cuticle;http://purl.obolibrary.org/obo/HAO_0000240
exoskeleton;cuticle;http://purl.obolibrary.org/obo/HAO_0000240
depression;depression;http://purl.obolibrary.org/obo/HAO_0000241
fovea;depression;http://purl.obolibrary.org/obo/HAO_0000241
pit;depression;http://purl.obolibrary.org/obo/HAO_0000241
trough;depression;http://purl.obolibrary.org/obo/HAO_0000241
dicondylic joint;dicondylic joint;http://purl.obolibrary.org/obo/HAO_0000242
dilator muscle apodeme;dilator muscle apodeme;http://purl.obolibrary.org/obo/HAO_0000243
discrimen;discrimen;http://purl.obolibrary.org/obo/HAO_0000244
discrimenal lamella;discrimenal lamella;http://purl.obolibrary.org/obo/HAO_0000245
vertical plate of the sternal apophysis;discrimenal lamella;http://purl.obolibrary.org/obo/HAO_0000245
apical gonostyle/volsella complex-harpal muscle;apical gonostyle/volsella complex-harpal muscle;http://purl.obolibrary.org/obo/HAO_0000246
distal gonostipo-harpal muscle;apical gonostyle/volsella complex-harpal muscle;http://purl.obolibrary.org/obo/HAO_0000246
muscle u;apical gonostyle/volsella complex-harpal muscle;http://purl.obolibrary.org/obo/HAO_0000246
distal gonostipo-parossiculal muscle;distal gonostipo-parossiculal muscle;http://purl.obolibrary.org/obo/HAO_0000247
muscle o'';distal gonostipo-parossiculal muscle;http://purl.obolibrary.org/obo/HAO_0000247
distal tarsal plantula;distal tarsal plantula;http://purl.obolibrary.org/obo/HAO_0000248
distivolsellar apodeme;distivolsellar apodeme;http://purl.obolibrary.org/obo/HAO_0000249
distodorsal gonostyle/volsella complex-penisvalval muscle;distodorsal gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0000250
distodorsal gonostipo-penisvalval muscle;distodorsal gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0000250
muscle j;distodorsal gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0000250
distoventral gonostyle/volsella complex-penisvalval muscle;distoventral gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0000251
distoventral gonostipo-penisvalval muscle;distoventral gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0000251
muscle i;distoventral gonostyle/volsella complex-penisvalval muscle;http://purl.obolibrary.org/obo/HAO_0000251
dorsal axillar area;dorsal axillar area;http://purl.obolibrary.org/obo/HAO_0000252
dorsal axillar surface;dorsal axillar area;http://purl.obolibrary.org/obo/HAO_0000252
dorsal cibarial dilatator muscle;dorsal cibarial dilatator muscle;http://purl.obolibrary.org/obo/HAO_0000253
dorsal incision of the pronotum;dorsal incision of the pronotum;http://purl.obolibrary.org/obo/HAO_0000254
dorsal mesofurco-profurcal muscle;dorsal mesofurco-profurcal muscle;http://purl.obolibrary.org/obo/HAO_0000255
dorsal mesofurco-profurcal;dorsal mesofurco-profurcal muscle;http://purl.obolibrary.org/obo/HAO_0000255
fu2-fu1d;dorsal mesofurco-profurcal muscle;http://purl.obolibrary.org/obo/HAO_0000255
dorsal mesometapleural carina;dorsal mesometapleural carina;http://purl.obolibrary.org/obo/HAO_0000256
dorsal mesopleural inflection;dorsal mesopleural inflection;http://purl.obolibrary.org/obo/HAO_0000257
dorsal mesopostnotal flange;dorsal mesopostnotal flange;http://purl.obolibrary.org/obo/HAO_0000258
dorsal mesopostnotal incision;dorsal mesopostnotal incision;http://purl.obolibrary.org/obo/HAO_0000259
dorsal metafurcal lamella;dorsal metafurcal lamella;http://purl.obolibrary.org/obo/HAO_0000260
dorsal metapleural area;dorsal metapleural area;http://purl.obolibrary.org/obo/HAO_0000261
dorsal pharyngeal dilatator;dorsal pharyngeal dilatator;http://purl.obolibrary.org/obo/HAO_0000262
fronto-pharyngeal muscle;dorsal pharyngeal dilatator;http://purl.obolibrary.org/obo/HAO_0000262
dorsal plate;dorsal plate;http://purl.obolibrary.org/obo/HAO_0000263
dorsal premental adductor;dorsal premental adductor;http://purl.obolibrary.org/obo/HAO_0000264
posterior tentorio-premental muscle;dorsal premental adductor;http://purl.obolibrary.org/obo/HAO_0000264
dorsal profurcal lamella;dorsal profurcal lamella;http://purl.obolibrary.org/obo/HAO_0000265
dorsal profurco-postoccipital muscle;dorsal profurco-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0000266
dorsal profurco-postoccipital;dorsal profurco-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0000266
fu1d-poc;dorsal profurco-postoccipital muscle;http://purl.obolibrary.org/obo/HAO_0000266
dorsal pronotal area;dorsal pronotal area;http://purl.obolibrary.org/obo/HAO_0000267
dorsal pronotum;dorsal pronotal area;http://purl.obolibrary.org/obo/HAO_0000267
dorsal pronotal corner;dorsal pronotal corner;http://purl.obolibrary.org/obo/HAO_0000268
dorsal pronotal inflection;dorsal pronotal inflection;http://purl.obolibrary.org/obo/HAO_0000269
dorsal propleural area;dorsal propleural area;http://purl.obolibrary.org/obo/HAO_0000270
dorsal propleural ridge;dorsal propleural ridge;http://purl.obolibrary.org/obo/HAO_0000271
dorsal incision of the propleuron;dorsal propleural ridge;http://purl.obolibrary.org/obo/HAO_0000271
horizontal apodeme of episternum;dorsal propleural ridge;http://purl.obolibrary.org/obo/HAO_0000271
marginal apodeme;dorsal propleural ridge;http://purl.obolibrary.org/obo/HAO_0000271
dorsal propodeal inflection;dorsal propodeal inflection;http://purl.obolibrary.org/obo/HAO_0000272
dorsal rod;dorsal rod;http://purl.obolibrary.org/obo/HAO_0000273
dorsal premento-salivarial muscle;dorsal premento-salivarial muscle;http://purl.obolibrary.org/obo/HAO_0000274
dorsal salivarial dilatator;dorsal premento-salivarial muscle;http://purl.obolibrary.org/obo/HAO_0000274
muscle 13;dorsal premento-salivarial muscle;http://purl.obolibrary.org/obo/HAO_0000274
dorsal tentorial arm;dorsal tentorial arm;http://purl.obolibrary.org/obo/HAO_0000275
dorsal tooth of mandible;dorsal tooth of mandible;http://purl.obolibrary.org/obo/HAO_0000276
dorso-pleural line;dorso-pleural line;http://purl.obolibrary.org/obo/HAO_0000277
dorsolateral cupulo-gonostyle/volsella complex muscle;dorsolateral cupulo-gonostyle/volsella complex muscle;http://purl.obolibrary.org/obo/HAO_0000278
dorsolateral cupulo-gonostipal muscle;dorsolateral cupulo-gonostyle/volsella complex muscle;http://purl.obolibrary.org/obo/HAO_0000278
dorsomedial cupulo-gonostyle/volsella complex muscle;dorsomedial cupulo-gonostyle/volsella complex muscle;http://purl.obolibrary.org/obo/HAO_0000279
dorsomedial cupulo-gonostipal muscle;dorsomedial cupulo-gonostyle/volsella complex muscle;http://purl.obolibrary.org/obo/HAO_0000279
muscle g;dorsomedial cupulo-gonostyle/volsella complex muscle;http://purl.obolibrary.org/obo/HAO_0000279
dorsope;dorsope;http://purl.obolibrary.org/obo/HAO_0000280
dorsum;dorsum;http://purl.obolibrary.org/obo/HAO_0000281
duct;duct;http://purl.obolibrary.org/obo/HAO_0000282
ductus ejaculatorius;ductus ejaculatorius;http://purl.obolibrary.org/obo/HAO_0000283
ejaculatory duct;ductus ejaculatorius;http://purl.obolibrary.org/obo/HAO_0000283
ectophallus;ectophallus;http://purl.obolibrary.org/obo/HAO_0000284
edge;edge;http://purl.obolibrary.org/obo/HAO_0000285
egg;egg;http://purl.obolibrary.org/obo/HAO_0000286
anellus;anellus;http://purl.obolibrary.org/obo/HAO_0000287
ring segment;anellus;http://purl.obolibrary.org/obo/HAO_0000287
empodium;empodium;http://purl.obolibrary.org/obo/HAO_0000288
encircling groove;encircling groove;http://purl.obolibrary.org/obo/HAO_0000289
endocuticle;endocuticle;http://purl.obolibrary.org/obo/HAO_0000290
endocuticula;endocuticle;http://purl.obolibrary.org/obo/HAO_0000290
endophallus;endophallus;http://purl.obolibrary.org/obo/HAO_0000291
penis;endophallus;http://purl.obolibrary.org/obo/HAO_0000291
epicnemial carina;epicnemial carina;http://purl.obolibrary.org/obo/HAO_0000292
acetabular carina;epicnemial carina;http://purl.obolibrary.org/obo/HAO_0000292
prepectal carina;epicnemial carina;http://purl.obolibrary.org/obo/HAO_0000292
epicnemial pit;epicnemial pit;http://purl.obolibrary.org/obo/HAO_0000293
epicnemium;epicnemium;http://purl.obolibrary.org/obo/HAO_0000294
acetabulum;epicnemium;http://purl.obolibrary.org/obo/HAO_0000294
hypocnemium;epicnemium;http://purl.obolibrary.org/obo/HAO_0000294
mesepisternal shelf;epicnemium;http://purl.obolibrary.org/obo/HAO_0000294
epicoxal lobe;epicoxal lobe;http://purl.obolibrary.org/obo/HAO_0000295
propleural flange;epicoxal lobe;http://purl.obolibrary.org/obo/HAO_0000295
epicoxal sulcus;epicoxal sulcus;http://purl.obolibrary.org/obo/HAO_0000296
epicranial suture;epicranial suture;http://purl.obolibrary.org/obo/HAO_0000297
epidermis;epidermis;http://purl.obolibrary.org/obo/HAO_0000298
epimeron;epimeron;http://purl.obolibrary.org/obo/HAO_0000299
epipharyngeal wall;epipharyngeal wall;http://purl.obolibrary.org/obo/HAO_0000300
epipharynx;epipharynx;http://purl.obolibrary.org/obo/HAO_0000301
epipharyngeal lobe;epipharynx;http://purl.obolibrary.org/obo/HAO_0000301
epipygium;epipygium;http://purl.obolibrary.org/obo/HAO_0000302
episternum;episternum;http://purl.obolibrary.org/obo/HAO_0000303
epistomal declivity;epistomal declivity;http://purl.obolibrary.org/obo/HAO_0000304
epistomal ridge;epistomal ridge;http://purl.obolibrary.org/obo/HAO_0000305
epistomal sulcus;epistomal sulcus;http://purl.obolibrary.org/obo/HAO_0000306
epistomal groove;epistomal sulcus;http://purl.obolibrary.org/obo/HAO_0000306
epistomal suture;epistomal sulcus;http://purl.obolibrary.org/obo/HAO_0000306
fronto-clypeal sulcus;epistomal sulcus;http://purl.obolibrary.org/obo/HAO_0000306
fronto-clypeal suture;epistomal sulcus;http://purl.obolibrary.org/obo/HAO_0000306
epomial carina;epomial carina;http://purl.obolibrary.org/obo/HAO_0000307
epomia;epomial carina;http://purl.obolibrary.org/obo/HAO_0000307
epomium;epomial carina;http://purl.obolibrary.org/obo/HAO_0000307
ergot;ergot;http://purl.obolibrary.org/obo/HAO_0000308
eusternum;eusternum;http://purl.obolibrary.org/obo/HAO_0000309
evaporatorium;evaporatorium;http://purl.obolibrary.org/obo/HAO_0000310
exocuticle;exocuticle;http://purl.obolibrary.org/obo/HAO_0000311
exocuticula;exocuticle;http://purl.obolibrary.org/obo/HAO_0000311
external male genitalia;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
armatura genitalis;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
copulatoria;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
copulatory apparatus;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
genital apparatus;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
genital appendage;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
genital armature;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
genital capsule;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
genital organ;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
genitalia;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
male copulatory organ;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
paramere;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
parameres;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
phallic apparatus;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
phallus;external male genitalia;http://purl.obolibrary.org/obo/HAO_0000312
external paramera;external paramera;http://purl.obolibrary.org/obo/HAO_0000313
premento-palpal muscle;premento-palpal muscle;http://purl.obolibrary.org/obo/HAO_0000314
extrinsic palpal muscle;premento-palpal muscle;http://purl.obolibrary.org/obo/HAO_0000314
flexor of the labial palpus;premento-palpal muscle;http://purl.obolibrary.org/obo/HAO_0000314
musculus premento-labiopalpualis;premento-palpal muscle;http://purl.obolibrary.org/obo/HAO_0000314
exuvia;exuvia;http://purl.obolibrary.org/obo/HAO_0000315
